summary,ours
Rick Perry says Sam Houston opposed slavery and said Texas shouldn’t secede over it | PolitiFact Texas,0
State senator says referendum on County Board allows voters to decide on cutting budget | PolitiFact Wisconsin,0
Commissioner makes case on Twitter for more solar projects in Georgia | PolitiFact Georg,0
Bob Deuell says about 300 infants leave hospital every year with an unrecognized heart defect | PolitiFact Texas,0
"Leticia Van de Putte says Algebra II required for Texas students to qualify for college admission under ""top 10 percent"" law | PolitiFact Texas",0
"Michele Bachmann decries “huge national database” run by IRS with ""personal, intimate"" health care details",0
"Gov. Rick Scott says he is almost halfway done with '700,000 jobs' promise | PolitiFact Florid",0
"Michele Bachmann says the IRS is ""going to be in charge of our health care""",0
"Michele Bachmann says IRS ""will have the ability"" to delay or deny health care",0
ulton leader uses tax rate to make case in battle with state lawmakers | PolitiFact Georg,0
Milwaukee Mayor Tom Barrett says state report projects half of public employees would live outside city if residency rule is lifted | PolitiFact Wisconsin,0
"Barbara Buono voted for increases in taxes, fees 154 times, ad claims | PolitiFact New Jersey",0
"U.S. Rep. David Cicilline says only 83 percent of income is subject to Social Security tax, down from about 90 percent historically  | PolitiFact Rhode Island",0
Is paid maternity leave really the standard around the world?  | PolitiFact Oregon,0
McAuliffe says more than half of Virginia's teachers are 50 or older | PolitiFact Virgin,0
A lower drunken driving standard means a person could be drunk after one drink? | PolitiFact Wisconsin,0
Barack Obama says Austin's tech sector drives more than a quarter of local economy | PolitiFact Texas,0
rice takes Obama to task for budget proposals | PolitiFact Georg,0
"Talk Radio host John DePetro says Boston Marathon bombing suspect is buried ""not far"" from President John Kennedy | PolitiFact Rhode Island",0
Ken Lanci claims he is a 'lifelong Clevelander' | PolitiFact Oh,0
Nancy Pelosi says Obamacare is bringing down health care costs,0
Will Weatherford says expanding Medicaid would 'drastically' expand country's deficit  | PolitiFact Florid,0
"Democratic ad targets Chris Christie on hikes for tolls, public transportation and tuition, as well as the millionaire's tax | PolitiFact New Jersey",0
Talk show host Jeff Wagner says state requires 28 hand washings for making peanut butter-and-jelly sandwiches | PolitiFact Wisconsin,0
"Mayor Leffingwell, with Spelman, says nearly a million people are ""coming to town"" in next 20 years | PolitiFact Texas",0
Rep. Marcy Kaptur says Social Security trust fund is sound into future | PolitiFact Oh,0
AC ad says Kelly Ayotte voted to fix background checks on gun sales,0
Jason Chaffetz says Americans ready to save men 'getting killed' in Benghazi were told to stand down,0
"Barack Obama says review of Benghazi attack ""investigated every element""",0
"Numbers back lottery on payouts for Mega Millions, Powerball, other games | PolitiFact Georg",0
Obama says record level of boots on ground near border and illegal crossings down nearly 80% | PolitiFact Texas,0
Jay Carney says Susan Rice didn't play down terrorist involvement in Benghaz,0
"Kathy Castor says 70,000 children will lose access to Head Start including 2,000 in Florida | PolitiFact Florid",0
Ron Meyer says 30 percent of Americans under 30 have full-time jobs | PolitiFact Virgin,0
State Rep. Mike Foley says Ohio led the nation in job losses for March | PolitiFact Oh,0
Roberts lays out financial costs of modern wars | PolitiFact Georg,0
"Chris Christie implemented merit pay for teachers, best funding 'ever' for education, ad claims | PolitiFact New Jersey",0
"Assistant Attorney General Joee Lindbeck says Providence spent $50,000 in one year notifying schools about sex offenders living in the vicinity | PolitiFact Rhode Island",0
"R.I. State Rep. Peter Palumbo says it costs $5,000 to $6,000 to warn Cranston neighbors that a Level 3 sex offender lives in their area | PolitiFact Rhode Island",0
"Would Portland teachers have no pay increase for four years, frozen wages for seven years?  | PolitiFact Oregon",0
Greg Abbott says he has sued Obama administration 25 times | PolitiFact Texas,0
"Wisconsin bill to limit use of food stamps for junk food would restrict organic foods, Democratic lawmaker says  | PolitiFact Wisconsin",0
GOP attacks Barrow on 'Obamacare' votes | PolitiFact Georg,0
"Sen. Jack Reed says that, per capita, North Korea has one of world’s largest standing armies | PolitiFact Rhode Island",0
Gilberto Hinojosa says nation gained more jobs in Obama's first term than in Bush's two terms | PolitiFact Texas,0
Rick Perry says Texas accounted for 33 percent of nation's net job gains over the past decade | PolitiFact Texas,0
"Tom Coburn says after national park gun ban lifted, violent crime fell by 85 percen",0
Did Marco Rubio flip-flop on setting Florida's presidential primary date?  | PolitiFact Florid,0
"After voting for a ban, Charlie Crist now backs gay marriage | PolitiFact Florid",0
Bill Richardson says Hispanic support for immigration reform is almost univers,0
"New Chris Christie TV ad touts balanced budgets, job gains | PolitiFact New Jersey",0
Is the idea of one casino per tribe a false one?  | PolitiFact Oregon,0
"UW System's reserves fair to middling, system president says | PolitiFact Wisconsin",0
Jim Marston says Texas leads the nation in fatal industrial accidents | PolitiFact Texas,0
Education spending under Gov. Sanders touted | PolitiFact Georg,0
"Group says that under Perry's plan, Texas cut funding for schools 25 percent | PolitiFact Texas",0
State Rep. Ron Maag says employees earn more money in ‘right-to-work’ states | PolitiFact Oh,0
Newt Gingrich says rise in unemployment statistic shows weakness of labor marke,0
Marco Rubio says Obama shows ‘reluctance’ to enforce immigration law,0
Martina Navratilova says you can be fired for being gay in 29 states,0
Chamber leader errs on tort reform claim | PolitiFact Georg,0
Van de Putte says about 250 Texans killed in action since 9/11 | PolitiFact Texas,0
Bloggers say Pentagon may court-martial Christian soldiers,0
Democratic Party chair Allison Tant attacks Gov. Rick Scott on teacher pay raises | PolitiFact Florid,0
George Lavender says an English company supplies Texas public-school assessment exams | PolitiFact Texas,0
Gov. Scott Walker says Democrats using Obama and Baldwin campaign offices to plan against him | PolitiFact Wisconsin,0
Cuccinelli says Virginia legislature has never failed to pass a budget | PolitiFact Virgin,0
Isakson close to the mark on ports claim | PolitiFact Georg,0
Ohio Democratic Party Chairman Chris Redfern ties right-to-work states with unemployment | PolitiFact Oh,0
Sanfelippo says bill puts Milwaukee County Board spending in line with other major counties | PolitiFact Wisconsin,0
"Chris Christie says spending in proposed FY14 budget still below Jon Corzine's, Barbara Buono's FY08 budget | PolitiFact New Jersey",0
Gun rights advocate says proposed Rhode Island laws will outlaw virtually every firearm and make it nearly impossible to get a permit to carry a concealed weapon | PolitiFact Rhode Island,0
Did Metro flip-flop on whether it could use bond money for restoration? | PolitiFact Oregon,0
U.S. Rep. David Cicilline says gun dealers whose licenses are revoked for misconduct can sell their inventories free from background checks | PolitiFact Rhode Island,0
Guide says proponents of bond package say Austin school district's debt tax rate is second-lowest among Central Texas districts | PolitiFact Texas,0
"League says opponents of bond package say approval would double Austin district's ""debt load"" | PolitiFact Texas",0
Was Broward County one of three counties 'pivotal' for Obama?  | PolitiFact Florid,0
rbes says Army training program listed evangelical Christians and al-Qaida as extremists  | PolitiFact Virgin,0
Ed FitzGerald says people are working longer hours and bringing home smaller paychecks | PolitiFact Oh,0
Graham points to hard-to-fill jobs in immigration debate | PolitiFact Georg,0
Anti-amnesty group takes on Sen. Graham | PolitiFact Georg,0
Obama says people with health insurance ‘don’t have to worry’ about Obamacare rollou,0
Wayne Smith says science has not shown greenhouse gases to be a problem | PolitiFact Texas,0
"Leonard Lance claims federal tax code contains 4 million words, is 7 times as long as Bible | PolitiFact New Jersey",0
Ed FitzGerald accuses Gov. John Kasich of pay-to-play politics | PolitiFact Oh,0
Did Oregon rank No. 25 of 32 states in untreated decay in 2007? | PolitiFact Oregon,0
Rick Scott says 'Every Florida teacher gets a pay raise' with new budget | PolitiFact Florid,0
"Miami Dolphins PAC says that stadium renovation will ""create more than 4,000 new local jobs” | PolitiFact Florid",0
California editorial cartoonist says state of Texas last inspected exploded fertilizer plant in 2006 | PolitiFact Texas,0
Barack Obama says U.S. has no airports ranked in the top 25 worldwide,0
"Dimitrijevic said board vote on pay, budget accomplished reforms | PolitiFact Wisconsin",0
Did vote come at a price? | PolitiFact Georg,0
Goodlatte says U.S. prosecutions for lying on gun background checks  are down 40 percent under Obama | PolitiFact Virgin,0
Republican Governors Association portrays Ed FitzGerald as a “pay to play” politician | PolitiFact Oh,0
Rep. Ted Poe says new Medicare rules require nine billing codes for turkey injuries,0
John McCain says half of STEM graduate degrees given to foreigners,0
Backlog of veterans benefits draws scrutiny | PolitiFact Georg,0
Austin resident says turnout higher for 1973 city election than the latest mayoral election | PolitiFact Texas,0
"Kirsten Gillibrand says one in five military women, 3 percent of men, have unwanted sexual con",0
Rep. overstates popularity of flat tax in ex-Soviet states | PolitiFact Georg,0
"Ohio Oil and Gas Association touts 40,000 new Ohio jobs | PolitiFact Oh",0
Employee group says most state workers did not field a raise from 2009 to 2012 | PolitiFact Texas,0
Susan B. Anthony List says new Virginia regulations put abortion clinics on par with dental offices    | PolitiFact Virgin,0
Ron Johnson says recent study showed Wisconsin gas and electricity prices would skyrocket under a cap and trade policy | PolitiFact Wisconsin,0
"Chris Christie claims he entered office with a deficit in the billions left by Barbara Buono, Jon Corzine | PolitiFact New Jersey",0
U.S. Sen. Sheldon Whitehouse: Narragansett Bay in R.I. has gotten 4 degrees warmer since the 1960s | PolitiFact Rhode Island,0
Is there a craft brewery in every legislative district in Oregon? | PolitiFact Oregon,0
Rep. Tom Cotton says more terrorists have 'reached their targets' under Barack Obama than under George W. Bush,0
Eric Cantor says FAA could cut funds to avoid furloughs,0
"Thanks to Florida tax rules, it's better to be picked No. 2 in the NFL draft this year | PolitiFact Florid",0
Business group leader says businesses pay roughly 60 percent of taxes in Texas | PolitiFact Texas,0
"Social Security doesn't add to the federal deficit, U.S. Rep. Mark Pocan says | PolitiFact Wisconsin",0
rbes says U.S. attack sub fleet will sink below 48 boats Navy needs for missions  | PolitiFact Virgin,0
Weighing Isakson’s consistency on gun checks | PolitiFact Georg,0
rida Republican says abortion providers have 'reduced our black population by more than 25 percent since 1973' | PolitiFact Florid,0
Leonard Lance claims U.S. has highest corporate tax rate in world | PolitiFact New Jersey,0
Rick Perry says he awaits answer from Barack Obama to August 2010 letter on border security | PolitiFact Texas,0
Association says Texas ranks 49th in per-pupil funding among the states | PolitiFact Texas,0
"Dan Patrick says 315,000 “mostly minority” Texas students are enrolled in failing schools | PolitiFact Texas",0
Rep. Marcia Fudge cites wage gap between Ohio women and men  | PolitiFact Oh,0
Union chief criticizes days spent on testing | PolitiFact Georg,0
Chris Smith says elections bill has only two required changes | PolitiFact Florid,0
Louie Gohmert says al Qaeda has camps with drug cartels in Mexico | PolitiFact Texas,0
Rep. Peter King says alleged Boston bombers are fifth terrorists to survive prior U.S. scrutiny,0
"ew blacks picked for Georgia posts, lawmaker says | PolitiFact Georg",0
"State Rep. Linda Finn says that in Rhode Island, police who encounter a young person with a gun can’t legally take it from them | PolitiFact Rhode Island",0
Carlos Gimenez says Miami Dolphins are the only property tax payer in the NFL | PolitiFact Florid,0
Sen. Dianne Feinstein says every national poll this year shows support for assault weapons ban,0
1000 Friends says demand for public transit at all-time high in Wisconsin | PolitiFact Wisconsin,0
"Congress away too often, Georgia lawmaker says | PolitiFact Georg",0
Ohio Public Defender’s Office says sex offender registry doesn’t improve public safety | PolitiFact Oh,0
Dwight Jones says his budget would lower water bills for half of Richmond homes   | PolitiFact Virgin,0
"Abraham Lincoln backed slavery measures, U.S. Rep. Paul Ryan says | PolitiFact Wisconsin",0
R.I. State Rep. Michael Chippendale says guns don't increase the risk of suicide because suicidal people will find a way to kill themselves | PolitiFact Rhode Island,0
Do numbers put Multnomah Co. on par with 15th lowest cavity rate in the country?  | PolitiFact Oregon,0
"Barack Obama says a “wide majority of NRA households"" supported gun legislation",0
"Immigrants would get free cell phones under new proposal, bloggers claim",0
"Associated Industries of Florida says insurance tax break created ""40,000 jobs in just the last four years"" | PolitiFact Florid",0
Emory says Chick-fil-A decision not political | PolitiFact Georg,0
Obama says bipartisan background check plan “outlawed any (gun) registry”,0
"NRA says Manchin-Toomey would have criminalized some gun transfers between family, friends",0
"Barack Obama says, 'The NRA used to support expanded background checks.'",0
"Gabby Giffords says Americans ""overwhelmingly"" support expanding background checks",0
Rep. John Duncan Jr. says 90 percent of felons grew up in fatherless households,0
Wendy Davis says Texas ranks 49th in what it is doing in per-pupil education spending | PolitiFact Texas,0
"R.I. Treasurer Gina Raimondo repeats oft-quoted, but misleading, statistic in equal pay debate | PolitiFact Rhode Island",0
Did Ché Guevara write 'extensively' about the superiority of white Europeans? Rubio says yes | PolitiFact Florid,0
David Dewhurst says Texas ‘school systems’ lose 45 days a year on testing | PolitiFact Texas,0
Sen. Marco Rubio says immigration bill is not amnesty,0
"RPOF chair Lenny Curry says Rick Scott cut state debt by $2 billion, Charlie Crist increased it by $5 billion | PolitiFact Florid",0
"MacIver Institute says Wisconsin Gov. Scott Walker is more than halfway to goal of creating 250,000 private sector jobs | PolitiFact Wisconsin",0
"Bexar County judge says uncompensated care provided by Texas hospitals drives up private insurance rates by $1,800 | PolitiFact Texas",0
Group takes on senator about corporate taxes | PolitiFact Georg,0
GOP Sen. Jeff Sessions says gun prosecutions have declined under Barack Obam,0
Gun-rights group says bill would criminalize leaving gun at home with someone else for more than a week,0
"Americans United for Life says 1,270 babies died after attempted abortions in 2010 | PolitiFact Florid",0
Mike Villarreal says 2011 Legislature imposed physical fitness tests on Texas school kids | PolitiFact Texas,0
Bird group cries foul about feral cat bill | PolitiFact Florid,0
Gun-rights group says Senate bill proposes ‘universal registration of all firearms and their owners’,0
Would a pack-a-day smoker save $1650 a year if they quit smoking? | PolitiFact Oregon,0
Va. Society for Human Life says Obamacare allows tax funding for most abortions | PolitiFact Virgin,0
Jodie Laubenberg says state money supports a TV show glorifying spouses who cheat | PolitiFact Texas,0
Sen. Rob Portman says the Social Security disability fund soon will run dry | PolitiFact Oh,0
"Wisconsin DPI urged white students to wear ""white privilege"" wristbands, George Will says | PolitiFact Wisconsin",0
NARAL Virginia says 90 percent of health care policies cover abortion | PolitiFact Virgin,0
Congressman finds no humor in IRS Star Trek parody | PolitiFact Georg,0
Video says 28 percent of adults released from Rhode Island prisons are re-incarcerated within a year. | PolitiFact Rhode Island,0
Wisconsin Assembly Speaker Robin Vos says 1 in 4 schools in the state are failing on DPI report cards | PolitiFact Wisconsin,0
New anti-Chris Christie ad by Democratic group mostly on target | PolitiFact New Jersey,0
R.I. Board of Education Chairwoman Eva Marie Mancuso says harder questions are dropped from NECAP re-tests | PolitiFact Rhode Island,0
Has Oregon's higher minimum wage hurt our restaurant industry?  | PolitiFact Oregon,0
Rep. Cathy McMorris Rodgers says fewer now working than any point since 1979,0
Joe Negron says PETA is using a drone to spy on hunters overseas | PolitiFact Florid,0
Lon Burnam says rejecting expansion would send $9 billion of Texans’ taxes to Medicaid in other states | PolitiFact Texas,0
Gender wage gap claim needs more context | PolitiFact Georg,0
Are babies born in Coos County twice as likely to be born to smokers? | PolitiFact Oregon,0
Expert says infant mortality rate near University Circle exceeds that of some Third World countries | PolitiFact Oh,0
NH Democrats say they left the state budget with surplus and GOP left it with defecit | PolitiFact New Hampshire,0
"Chris Christie claims Corzine, other administrations raided state unemployment fund | PolitiFact New Jersey",0
Dick Cheney disputes Margaret Thatcher’s famous ‘no time to go wobbly’ quote,0
"sco County has second highest homeless population in Florida, advocate claims | PolitiFact Florid",0
rederica Wilson says she stopped a Broward airport tower closure | PolitiFact Florid,0
ebook post ignores caveats in citing Harvard study on gun laws  | PolitiFact Rhode Island,0
Rep. Sondy Pope says most public school students get less state money than private school students | PolitiFact Wisconsin,0
Rick Perry says Obama called Medicaid “broken” four years ago | PolitiFact Texas,0
"Air travelers get background checks but some gun buyers don’t, says Connecticut Gov. Dan Malloy",0
Mayor Rahm Emanuel says Chicago takes more guns off the streets than New York or L.A.,0
Broun takes on rival’s record on proposed cuts | PolitiFact Georg,0
"John Kasich says Oklahoma, Texas have “sky high” taxes on oil and gas but are reducing or have no income tax | PolitiFact Oh",0
"Equality Florida director Nadine Smith says gay couples can face $300,000 in added costs  | PolitiFact Florid",0
"During a healthcare debate with Bernie Sanders on February 7th, 2017, Senator Ted Cruz claimed that expanding Medicaid would worsen healthcare options for the most vulnerable in Texas. He supported this claim by citing studies that showed Medicaid patients had worse health outcomes compared to those without insurance. However, fact-checkers found that Cruz's claim was not supported by the evidence he cited. The studies he referenced did not specifically compare Medicaid patients to uninsured patients, and the small sample sizes and fuzzy definitions of uninsured and Medicaid patients raised questions about the validity of his conclusion. Fact-checkers rated Cruz's claim as false.",1
Gov. John Kasich says his turnpike plan would lower tolls | PolitiFact Oh,0
It takes a lot to live up to 'Mayberry' | PolitiFact Georg,0
Bobby Scott says House budget ends Obamacare but keeps its taxes | PolitiFact Virgin,0
Rhode Island TV reporter Jim Taricani says 38 Studios bond offer promised anonymity for buyers | PolitiFact Rhode Island,0
Gov. Scott Walker says choice schools would get only half as much as public schools even after the aid increases in his budget | PolitiFact Wisconsin,0
NJ Sierra Club director claims AshBritt had dirty cleanup record in New Orleans after Katrina | PolitiFact New Jersey,0
Same-sex marriage foe says latest research has “shattered” claims about children raised by same-sex couples | PolitiFact Rhode Island,0
Did Wyden write the 'first bipartisan tax reform bill' in 25 years?  | PolitiFact Oregon,0
NH Dems say Obamacare is already helping people save money and live heathier | PolitiFact New Hampshire,0
"Group says Monsanto law skirts courts, requires approval of genetically engineered seeds",0
Lee Leffingwell says polls show 90 percent of Americans and 74 percent of NRA members support criminal background checks before all gun buys | PolitiFact Texas,0
NRA lobbyist Marion Hammer says rabies vaccine doesn't protect against strains from other states | PolitiFact Florid,0
Bloggers say Obama aides are delinquent on their taxes | PolitiFact Oh,0
Ex-Sen. Fred Thompson says Obamcare could raise premiums enough to pay for a new Ford Explorer,0
Will Weatherford compares tuition costs with cellphone bills | PolitiFact Florid,0
Kirk Watson says 29 Texas cities use carbon monoxide to euthanize dogs and cats | PolitiFact Texas,0
Rep. F. James Sensenbrenner says 75 percent of closed air traffic towers are in Republican districts | PolitiFact Wisconsin,0
Costs associated with Voting Rights Act can vary by case | PolitiFact Georg,0
Rhode Island Catholic Bishop Tobin says U.S. Supreme Court decisions on same-sex marriage could nullify any Rhode Island votes on the issue | PolitiFact Rhode Island,0
rogressOhio says Ohio lacks a law prohibiting employment and housing discrimination on the basis of sexual orientation | PolitiFact Oh,0
Mark Kelly says 94 percent of Floridians support universal background checks,0
Matt Mackowiak says UT president has raised four-year graduation rate to 75 percent | PolitiFact Texas,0
"Will Weatherford says 1,000 people a day move to Florida because of freedom | PolitiFact Florid",0
Rick Perry says only three in 10 Texas physicians accept new Medicaid patients | PolitiFact Texas,0
Email from 'a Florida teacher' says Dominican student takes free school aid before returning home | PolitiFact Florid,0
Joe Barton says domestic greenhouse gas emissions at 20-year low | PolitiFact Texas,0
State Sen. Bill Seitz says the current and former secretaries of state have supported controversial provision in election bill  | PolitiFact Oh,0
Watchdog says Reed didn't talk to public about stadium | PolitiFact Georg,0
ete Snyder says Medicaid causes higher risk of surgery death | PolitiFact Virgin,0
Sheila Oliver claims gun violence killed 269 people in New Jersey in 2011 | PolitiFact New Jersey,0
R.I. Education Commissioner Deborah Gist says 70-75 percent of CCRI students need to take remedial math | PolitiFact Rhode Island,0
ne campaign says Roggensack flip-flopped on recusals | PolitiFact Wisconsin,0
Roggensack says Fallone changed positions on recusal | PolitiFact Wisconsin,0
"Does $1,100 of the tuition paid by every Oregon university student annually go to cover PERS costs? | PolitiFact Oregon",0
Wisconsin Supreme Court Justice Patience Roggensack says she has bipartisan support from sheriffs | PolitiFact Wisconsin,0
Does councilwoman score on stadium longevity claim? | PolitiFact Georg,0
Attorney in same-sex marriage case says ‘very few men outlive their own fertility’,0
Rep. Jim Jordan says the national debt is “larger than our entire annual economy.” | PolitiFact Oh,0
"Barbara Buono claims New Jersey unemployment ranks higher than national average, 2 other states | PolitiFact New Jersey",0
Ted Cruz: Democrats threatened to close Catholic Church hospitals and charities over their beliefs | PolitiFact Texas,0
Scott Henson says Texas has 11 different felonies you can commit with an oyster | PolitiFact Texas,0
"Sen. Rob Portman says the national debt breaks down to $140,000 per household | PolitiFact Oh",0
Carlos Trujillo says 'top advisers' to Bill Clinton and Obama drafted parent trigger bill | PolitiFact Florid,0
"Does earning $500,000 in Manhattan make you middle class?",0
Does chicken claim pass inspection? | PolitiFact Georg,0
"Jack Reed says 51,000 a year visit Roger Williams National Memorial, spending $3.2 million | PolitiFact Rhode Island",0
rmer Rep. Steve LaTourette says spending during Bush and Obama years led to the government’s fiscal problems | PolitiFact Oh,0
Wayne LaPierre: Michael Bloomberg says ‘we can only have three bullets’ and ‘the NRA wants firearms with nukes’,0
Do Portland Public Schools employees pick up their share of PERS?  | PolitiFact Oregon,0
Michael Bloomberg: NRA used to support more background checks,0
uzzy use of data undercuts marijuana arrests claim | PolitiFact Georg,0
"A driverless car has gone 300,000 miles without an accident, says Jeb Bush | PolitiFact Florid",0
Walker says Doyle cut education funding without giving districts a way to make it up | PolitiFact Wisconsin,0
Ohio House Speaker William G. Batchelder shifts position on Gov. John Kasich’s plan to tax drillers | PolitiFact Oh,0
"Sean Duffy: Uncle Sam pays for cell phones, pottery classes in Morocco and watermelon queen's travel | PolitiFact Wisconsin",0
"Liberal group claims Mitt Romney, Dick Cheney, Donald Trump, others are draft dodgers | PolitiFact New Jersey",0
R.I. Rep. Larry Valencia says a third of students who take SAT for  second time do worse than first time | PolitiFact Rhode Island,0
Are Democrats relying more on new taxes than PERS reforms to balance state budget?  | PolitiFact Oregon,0
Is the federal government funding a study on duck penises?,0
Bloggers say the Air Force wants taxpayers to fund fantasy football league,0
"Jeb Bush says immigration determined by family ties, not employment | PolitiFact Florid",0
"Most people trying to buy a gun illegally are never prosecuted, U.S. Senator Kelly Ayotte says | PolitiFact New Hampshire",0
Battleground Texas says 54 percent of Texas Latinos registered to vote in 2008 and only 35 percent turned out | PolitiFact Texas,0
Wisconsin Rep. Evan Goyke says proposed Gogebic mine would be larger than his Assembly district | PolitiFact Wisconsin,0
Lawmaker says Georgia loses out on fireworks revenue | PolitiFact Georg,0
Gov. John Kasich says Ohio wages are up by more than $10 billion | PolitiFact Oh,0
Sen. Ted Cruz says the federal government thinks it has ‘authority to regulate our toilet seats’,0
Harry Reid says deficit has been reduced by $2.5 trillion in past two years,0
"Rick Perry says Houston is home to the most doctors, nurses and researchers in the world | PolitiFact Texas",0
"Chris Christie claims 119,000 private-sector jobs lost during last year of Corzine tenure as governor | PolitiFact New Jersey",0
Drew Springer says bag litter increased after San Francisco’s ban | PolitiFact Texas,0
"Michele Bachmann says Alzheimer's disease could be cured if not for government regulation, taxes and lawyers",0
Sarah Palin says D.C. is home to 7 of 10 of the highest-income counties,0
Sen. Sherrod Brown says taxpayers give big banks advantages that community banks don’t get | PolitiFact Oh,0
Congressman uses trafficking data to push gun control | PolitiFact Georg,0
"Does the OUS chancellor get lavish house, upscale car and fancy dining at taxpayer expense?  | PolitiFact Oregon",0
Does the Catholic church provide half of social services in the U.S.?,0
Michele Bachmann says 70 percent of food stamp funding goes to 'bureaucrats',0
Rep. Doug Holder's texting-while-driving stat is too high | PolitiFact Florid,0
National Association for Gun Rights says Rep. Scott Rigell “wants gun owners in a federal registration system” | PolitiFact Virgin,0
No evidence to support claim about threats against Obama | PolitiFact Georg,0
"Southwest Airlines CEO says federal taxes on a flight are 20%, higher than sin and gun taxes | PolitiFact Wisconsin",0
Sierra Club's Jeff Tittel claims DEP staffing levels lowest since mid-1980s | PolitiFact New Jersey,0
"SEIU, District 1199, says there’s “no clinical evidence  that vaccinating healthcare workers protects patients.” | PolitiFact Rhode Island",0
"Are indoor workers more likely to get melanoma, despite lower UV than outdoor workers?  | PolitiFact Oregon",0
Rhode Island Sen. Joshua Miller says state’s total medical spending fell 18 percent from 2007 to 2011 | PolitiFact Rhode Island,0
Head of R.I. Elections Board says state is the last using “Optech III P” voting machines and they don’t meet federal standards | PolitiFact Rhode Island,0
ul Ryan says nation’s debt is bigger than the economy,0
"Marco Rubio says Chinese government provides ""no access to the Internet"" | PolitiFact Florid",0
Rand Paul mocks federally funded study on menus for astronauts,0
Steve Stockman says president is spending $2.2 billion to give away ‘ObamaPhones’ | PolitiFact Texas,0
"Jamie Radtke says transportation bill would impose ""largest tax increase in Virginia history""   | PolitiFact Virgin",0
"Weatherford says 85 percent of people covered by Medicaid expansion are ""single, childless"" adults | PolitiFact Florid",0
U.S. Rep. Paul Ryan says fiscal cliff deal is largest tax increase ever | PolitiFact Wisconsin,0
Cobb E-SPLOST advocate uses no-debt argument | PolitiFact Georg,0
Marco Rubio says 3 million jobs unfilled due to lack of skills | PolitiFact Florid,0
"Rep. Jim Renacci says raising the capital gains tax has lowered revenue, while cutting it has increased revenue | PolitiFact Oh",0
Dolphins lobbyist says Super Bowl L is a '$500 million economic impact' to Florida | PolitiFact Florid,0
"Rep. Virginia Foxx warns of mismatch between skills, available jobs",0
Ohio GOP Chairman Bob Bennett says the party enjoyed important victories under Chris McNulty | PolitiFact Oh,0
Nancy Pelosi says 64 percent of minimum-wage earners are women,0
"Ed Fallone says majority of his contributions in Supreme Court race have been from private people, not groups | PolitiFact Wisconsin",0
Gun law claim goes awry | PolitiFact Georg,0
Rand Paul says CIA Director John Brennan claimed no geographic limit on drone strikes,0
NH GOP chairman Horn under fire for unpaid taxes | PolitiFact New Hampshire,0
Cantor says job longevity has decreased during last 20 years | PolitiFact Virgin,0
Lawmaker uses polls to make case against Georgia gun bill | PolitiFact Georg,0
Does Interstate 205 carry more traffic than Interstate 5? | PolitiFact Oregon,0
Sen. Dianne Feinstein says there's 'no regulation' of commercial drones,0
"Dan Patrick says 100,000 are on waiting list to attend Texas charter schools | PolitiFact Texas",0
Will Weatherford says Florida's pension fund needs $500 million for next 29 years to stay 'afloat' | PolitiFact Florid,0
Milwaukee Police Chief Edward Flynn says use of assault weapons in crime dropped by two-thirds during assault weapon ban | PolitiFact Wisconsin,0
"Georgia ethics resolution lacks key detail, House Speaker says | PolitiFact Georg",0
Sen. Rob Portman says hundreds of tax preferences and loopholes have been added since 1986 | PolitiFact Oh,0
Talk show host Vicki McKenna says proposed rules on bullets would essentially ban deer hunting | PolitiFact Wisconsin,0
Barbara Buono claims Chris Christie still supports tax cut he proposed in early 2012 | PolitiFact New Jersey,0
"Kurt Schrader supports $85 billion sequester, but won't cut $1.6 million for video games? | PolitiFact Oregon",0
"Rhode Island Rep. Christopher Blazejewski says 32 states, District of Columbia allow early voting | PolitiFact Rhode Island",0
Chris Smith says Florida No. 2 in uninsured | PolitiFact Florid,0
McDonnell does a full flop on not raising taxes | PolitiFact Virgin,0
Has Jeb Bush flip-flopped on immigration and a pathway to citizenship?,0
"In wake of mass shootings, Scott Walker says half of Wisconsin adults with ""serious psychological distress"" don't get care | PolitiFact Wisconsin",0
Would new stadium be cheaper than a Dome rehab? Depends | PolitiFact Georg,0
Sen. Rand Paul says Obama 'is advocating a drone strike program in America',0
Rand Paul challenges Obama spokesman's comment on son of terrorist killed by drone strike,0
State Rep. Dan Ramos says top earners would pay less and middle-class families would pay more under governor’s budget proposal | PolitiFact Oh,0
Rick Scott says $36 million for disability waiting list a first in eight years | PolitiFact Florid,0
Jim Florio claims the number of guns in the U.S. is almost as big as the population | PolitiFact New Jersey,0
State Rep. Linda Finn says Rhode Island keeps registry of campers but not guns | PolitiFact Rhode Island,0
"Al Cardenas says of $60B Congress approved after Hurricane Sandy, 'only 10 percent was for disaster relief'",0
Would Oregon's budget be dramatically smaller if pegged to population growth? | PolitiFact Oregon,0
Garnet Coleman says Texas has the most uninsured residents of any state--6 million | PolitiFact Texas,0
Billboards question aid to Israel | PolitiFact Georg,0
Rick Scott blames 'legacy of taxing and borrowing' for poor economy he inherited | PolitiFact Florid,0
rida Democrats say Rick Scott cut more jobs than created in 2012 | PolitiFact Florid,0
rida Democrats say Rick Scott says education is not a 'core function' of state government | PolitiFact Florid,0
"Was Chief Justice John Roberts right about voting rates in Massachusetts, Mississippi?",0
Rick Scott touts his education spending plan in third State of the State address | PolitiFact Florid,0
Marlins owner Jeffrey Loria says tourists -- not taxpayers -- paid most of public cost for stadium | PolitiFact Florid,0
